Postcode,Avg asking price,Avg asking price (studio),Avg asking price (1 bed),Avg asking price (2 bed),Avg asking price (3 bed),Avg asking price (4 bed),Avg asking price (5 bed),Avg asking £/sqft,Avg sold £/sqft,Avg blended £/sqft,Sales per month,Turnover (sale),Avg asking rent (pm),"Avg asking rent (studio, pm)","Avg asking rent (1 bed, pm)","Avg asking rent (2 bed, pm)","Avg asking rent (3 bed, pm)","Avg asking rent (4 bed, pm)","Avg asking rent (5 bed, pm)","Avg asking rent HMO (double, pm)","Avg asking rent HMO (double ensuite, pm)",Avg yield,Turnover (rental),1yr,3yr,5yr,Crime rate,UK region,Population,Degree,Deprivation,AB,Avg. household income,Avg. bedrooms,Social rent,Private rent
SR7,"113,975",,,"85,263","133,378","230,957",,,126,126,19.0,24%,503,,,,,,,,,5.3%,,1%,11%,14%,116,North East,"31,175",16%,36%,12%,"33,100",3.0,22%,13%
SR8,"86,322",,,"58,139","93,477","229,011",,,69,69,23.0,22%,456,,,429,,,,,,6.3%,92%,8%,6%,4%,193,North East,"35,442",13%,40%,9%,"30,000",3.0,24%,12%
SS0,"294,067",,"174,615","250,567","357,234","513,331","902,079",331,311,321,33.0,20%,933,,751,986,"1,290",,,495,,3.8%,98%,7%,18%,38%,152,East of England,"41,212",24%,26%,20%,"41,100",3.0,6%,32%
SS1,"319,769",,"165,347","240,781","402,857","649,032",,338,332,335,16.0,17%,851,,688,946,,,,519,,3.2%,132%,1%,13%,56%,260,East of England,"26,369",21%,29%,20%,"40,600",2.0,12%,29%
SS2,"290,850",,"175,204","244,718","339,851","409,285",,335,304,319,17.0,21%,"1,059",,,"1,069",,,,542,,4.4%,140%,8%,22%,32%,183,East of England,"36,418",17%,32%,14%,"38,600",2.0,20%,19%
SS3,"376,085",,"177,308","288,666","372,391","544,639",,373,327,350,17.0,23%,"1,151",,,,,,,,,3.7%,,5%,14%,23%,109,East of England,"28,499",19%,28%,17%,"41,500",3.0,20%,14%
SS4,"365,698",,,"308,958","370,185","476,944",,,337,337,9.0,20%,,,,,,,,,,,,-1%,2%,20%,88,East of England,"20,773",19%,25%,19%,"42,100",3.0,13%,13%
SS5,"471,259",,,"338,261","411,917","587,542","810,533",357,354,356,11.0,22%,,,,,,,,,,,,2%,13%,18%,51,East of England,"21,681",19%,22%,25%,"45,200",3.0,3%,7%
SS6,"420,878",,,"332,419","405,980","568,182",,391,379,385,19.0,31%,"1,260",,,,,,,,,3.6%,,4%,9%,20%,66,East of England,"32,035",21%,20%,26%,"47,800",3.0,7%,8%
SS7,"409,721",,"193,461","316,513","412,103","561,228",,370,357,363,26.0,17%,"1,049",,,"1,068",,,,,,3.1%,,6%,14%,22%,74,East of England,"49,121",18%,21%,21%,"44,400",3.0,4%,9%
SS8,"319,560",,"234,210","283,128","322,797","431,212",,330,324,327,19.0,26%,,,,,,,,,,,,4%,11%,21%,111,East of England,"38,138",10%,32%,11%,"36,600",3.0,9%,13%
SS9,"419,295",,"237,115","327,528","458,450","595,937","773,928",448,390,419,35.0,22%,"1,059",,803,"1,071",,,,,,3.0%,140%,6%,14%,30%,80,East of England,"49,984",24%,22%,26%,"45,100",3.0,6%,14%
SS11,"406,868",,,"279,047","404,865","523,600",,,361,361,13.0,28%,"1,033",,,,,,,,,3.0%,,2%,2%,24%,90,East of England,"16,804",17%,23%,20%,"46,000",3.0,8%,8%
SS12,"387,606",,,"325,862","372,500","518,426",,,391,391,15.0,36%,"1,034",,,,,,,,,3.2%,,1%,11%,19%,96,East of England,"18,069",19%,20%,21%,"45,800",3.0,8%,11%
SS13,"303,836",,,"261,739","314,394",,,,296,296,9.0,28%,,,,,,,,,,,,4%,15%,23%,195,East of England,"22,057",12%,34%,10%,"36,800",3.0,33%,12%
SS14,"301,770",,,"275,636","324,342",,,,300,300,11.0,32%,"1,214",,,,,,,,,4.8%,,5%,10%,20%,263,East of England,"25,100",12%,35%,10%,"37,600",2.0,34%,11%
SS15,"322,159",,"174,881","264,306","348,469","484,800",,,337,337,16.0,26%,"1,052",,,,,,,521,,3.9%,,3%,7%,14%,157,East of England,"28,608",16%,29%,14%,"40,700",3.0,36%,11%
SS16,"370,000",,"166,364","270,688","376,152","571,612",,,344,344,11.0,16%,"1,088",,,,,,,561,,3.5%,140%,6%,9%,32%,138,East of England,"29,572",17%,28%,16%,"45,900",3.0,26%,12%
SS17,"359,236",,,"287,000","360,870","445,000",,,341,341,21.0,38%,"1,220",,,,,,,,,4.1%,,7%,13%,17%,79,East of England,"32,518",15%,24%,15%,"45,100",3.0,11%,10%
ST1,"112,565",,,"90,289","145,697",,,,130,130,15.0,25%,510,,445,533,,,,362,428,5.4%,101%,5%,5%,15%,211,West Midlands,"29,562",16%,33%,10%,"32,200",2.0,21%,17%
ST2,"153,339",,,"126,231","158,554",,,,150,150,19.0,39%,613,,,,,,,,,4.8%,,6%,15%,21%,124,West Midlands,"34,047",12%,39%,8%,"32,400",3.0,36%,8%
ST3,"162,053",,,"132,194","172,988","318,223",,178,166,172,30.0,27%,605,,,,,,,,,4.5%,,3%,13%,24%,118,West Midlands,"67,688",14%,35%,12%,"35,000",3.0,22%,9%
ST4,"139,414",,,"104,844","179,407","280,861",,209,164,186,35.0,24%,530,,390,571,626,,,381,454,4.6%,53%,1%,12%,29%,134,West Midlands,"56,948",22%,29%,17%,"36,800",2.0,14%,19%
ST5,"172,475",,"87,870","127,398","186,536","297,260",,191,173,182,43.0,23%,829,,445,626,846,"1,382",,393,508,5.8%,82%,1%,14%,26%,92,West Midlands,"82,175",23%,27%,19%,"38,800",3.0,21%,11%
ST6,"124,016",,,"97,292","140,507","242,242",,,132,132,44.0,46%,522,,,509,,,,,,5.0%,140%,7%,18%,25%,148,West Midlands,"64,640",13%,36%,9%,"33,500",3.0,25%,14%
ST7,"203,756",,,"157,448","192,703","340,137",,212,195,204,41.0,31%,659,,,,,,,,,3.9%,,7%,11%,23%,66,West Midlands,"53,401",19%,28%,22%,"40,700",3.0,13%,9%
ST8,"201,322",,,"152,530","208,769",,,,192,192,10.0,38%,,,,,,,,,,,,-7%,9%,17%,64,West Midlands,"20,197",20%,28%,18%,"39,500",3.0,11%,9%
ST9,"267,487",,,,"231,579",,,,224,224,7.0,23%,,,,,,,,,,,,8%,23%,47%,48,West Midlands,"11,933",26%,21%,26%,"42,700",3.0,2%,5%
ST10,"248,981",,,"163,750","242,942","376,967",,,204,204,15.0,22%,,,,,,,,,,,,22%,37%,44%,54,West Midlands,"25,393",24%,24%,20%,"40,400",3.0,9%,9%
ST11,"248,899",,,,,"322,440",,,203,203,7.0,22%,,,,,,,,,,,,8%,13%,28%,61,West Midlands,"9,803",18%,31%,23%,"43,500",3.0,7%,8%
ST12,"321,177",,,,,,,,227,227,6.0,44%,,,,,,,,,,,,-4%,-4%,-7%,55,West Midlands,"3,597",25%,25%,28%,"47,300",3.0,16%,10%
ST13,"207,848",,,"134,813","219,242","335,547",,,181,181,16.0,31%,,,,,,,,,,,,-1%,21%,27%,74,West Midlands,"28,113",25%,24%,20%,"38,600",3.0,11%,13%
ST14,"226,194",,,"164,430","220,531","371,789",,,219,219,14.0,19%,,,,,,,,,,,,-11%,2%,10%,59,West Midlands,"20,789",24%,21%,23%,"41,800",3.0,13%,11%
ST15,"258,402",,,"183,990","239,282","346,403",,,225,225,18.0,22%,684,,,,,,,,,3.2%,140%,9%,10%,17%,78,West Midlands,"21,287",34%,19%,31%,"45,300",3.0,11%,13%
ST16,"185,056",,"106,231","144,496","204,716","315,227",,,202,202,21.0,27%,652,,530,656,771,,,,,4.2%,132%,-4%,,8%,109,West Midlands,"30,791",27%,22%,20%,"41,400",2.0,17%,20%
ST17,"237,683",,,"179,250","220,589","323,080",,,210,210,22.0,44%,672,,,,,,,,,3.4%,132%,6%,12%,22%,73,West Midlands,"39,359",29%,21%,24%,"43,900",3.0,19%,10%
ST18,"364,228",,,,"285,754","463,196",,,236,236,12.0,20%,,,,,,,,,,,,2%,6%,12%,47,West Midlands,"16,609",29%,20%,32%,"48,200",3.0,6%,10%
ST19,"338,398",,,"253,555","288,161","445,435",,,252,252,7.0,19%,,,,,,,,,,,,2%,9%,17%,55,West Midlands,"14,850",25%,23%,27%,"43,900",3.0,12%,10%
ST20,"337,271",,,,,,,,222,222,2.0,15%,,,,,,,,,,,,12%,24%,30%,41,West Midlands,"6,677",34%,17%,30%,"45,300",3.0,9%,10%
ST21,"343,621",,,,,,,,240,240,5.0,23%,,,,,,,,,,,,-1%,15%,22%,39,West Midlands,"6,045",32%,18%,34%,"48,800",3.0,9%,13%
SW1,"1,478,006","370,235","800,061","1,417,253","2,737,981","4,372,245","5,017,885","1,422","1,242","1,332",18.0,1%,"3,540","1,500","2,444","3,622","5,382","9,327","13,110",970,,2.9%,89%,-13%,-17%,-27%,275,Greater London,"52,635",53%,22%,43%,"56,700",2.0,31%,34%
SW2,"499,479",,"352,587","496,879","599,079","986,087",,687,674,680,20.0,7%,"1,750",,"1,390","1,793","2,278","3,420",,742,,4.2%,138%,,5%,7%,132,Greater London,"54,240",47%,26%,30%,"53,500",2.0,34%,30%
SW3,"1,675,936","444,474","712,665","1,451,024","3,129,867","4,841,667","6,309,750","1,702","1,674","1,688",11.0,2%,"3,433","1,761","2,519","3,825","6,313","10,568","10,872",,,2.5%,117%,-13%,-4%,8%,171,Greater London,"22,097",54%,18%,48%,"59,300",2.0,17%,38%
SW4,"614,097",,"436,327","613,680","796,385","1,178,000",,806,784,795,12.0,5%,"2,114",,"1,607","2,098","2,910",,,783,,4.1%,140%,-2%,3%,5%,155,Greater London,"40,199",57%,21%,43%,"62,200",2.0,32%,33%
SW5,"1,033,430",,"656,600","1,023,985","1,711,818",,,"1,185","1,197","1,191",4.0,2%,"2,437","1,442","2,165","2,853",,,,,,2.8%,109%,7%,11%,5%,179,Greater London,"15,276",57%,22%,44%,"55,500",2.0,20%,44%
SW6,"905,410",,"523,381","778,581","1,142,829","1,665,805","2,359,884",980,943,961,28.0,2%,"2,511","1,282","1,785","2,470","3,276","4,451","6,940",832,"1,065",3.3%,127%,-1%,13%,4%,126,Greater London,"64,988",53%,21%,44%,"60,400",2.0,27%,31%
SW7,"1,936,517",,"956,560","1,449,793","2,882,750","3,928,684","6,235,450","1,628","1,549","1,589",7.0,2%,"4,316","1,634","2,677","4,268","6,955","11,179",,,,2.7%,85%,,-9%,-7%,164,Greater London,"19,587",61%,11%,53%,"65,300",2.0,6%,47%
SW8,"739,742",,"536,207","750,679","1,172,597","1,579,167",,929,871,900,11.0,3%,"2,362",,"1,941","2,572",,,,769,,3.8%,140%,-16%,-1%,-5%,163,Greater London,"35,152",43%,29%,31%,"54,800",2.0,41%,29%
SW9,"504,998",,"389,997","540,916","625,156","907,500",,690,717,704,10.0,4%,"1,854",,"1,530","1,944","2,619",,,793,,4.4%,140%,1%,6%,5%,216,Greater London,"42,070",41%,32%,27%,"51,600",2.0,51%,26%
SW10,"1,263,559",,"696,625","1,109,674","1,945,879","3,354,706",,"1,249","1,241","1,245",6.0,2%,"2,756",,"2,166","2,712","5,518",,,965,,2.6%,113%,29%,-22%,4%,141,Greater London,"18,510",51%,20%,43%,"54,800",2.0,25%,33%
SW11,"878,886","745,083","524,510","821,166","1,066,802","1,492,970","1,771,667",931,855,893,37.0,3%,"2,583","1,281","2,014","2,838","2,964","3,651",,799,"1,108",3.5%,138%,,-3%,-1%,150,Greater London,"70,152",55%,20%,43%,"64,700",2.0,27%,30%
SW12,"685,793",,"410,132","632,121","775,147","1,276,522","1,662,000",830,791,810,18.0,10%,"2,053",,"1,540","2,030","2,719",,,817,,3.6%,113%,-2%,14%,18%,111,Greater London,"31,261",63%,17%,55%,"69,600",3.0,16%,33%
SW13,"1,065,459",,"526,839","805,384","1,060,767","1,385,000","2,397,000",909,918,913,11.0,11%,"2,700",,,"2,291",,,,,,3.0%,105%,12%,17%,16%,105,Greater London,"15,873",58%,14%,51%,"65,800",3.0,18%,21%
SW14,"798,038",,,"582,051","916,307","1,268,214",,804,795,800,13.0,19%,"1,962",,,,,,,,,3.0%,140%,6%,16%,11%,98,Greater London,"16,718",59%,12%,53%,"67,000",3.0,12%,22%
SW15,"642,362",,"383,207","583,517","793,125","1,333,300","1,682,174",759,722,741,25.0,4%,"1,982","1,175","1,436","2,008","2,618","3,325",,696,,3.7%,140%,-6%,8%,-1%,114,Greater London,"60,422",52%,20%,45%,"60,600",2.0,20%,31%
SW16,"472,974",,"318,324","420,971","574,506","730,771","985,192",587,551,569,29.0,4%,"1,511",949,"1,277","1,486","2,017","2,510",,642,841,3.8%,117%,4%,14%,17%,124,Greater London,"81,546",39%,25%,27%,"54,900",3.0,16%,32%
SW17,"567,941",,"383,658","522,018","715,203","923,482","1,194,167",708,706,707,21.0,3%,"1,702","1,062","1,408","1,721","2,374","2,996",,701,,3.6%,127%,-3%,5%,5%,122,Greater London,"64,566",50%,22%,36%,"60,000",2.0,18%,35%
SW18,"625,240",,"412,955","601,378","833,819","1,149,127","1,456,537",791,768,780,32.0,4%,"1,976",,"1,509","2,009","2,394","3,153",,757,,3.8%,138%,-3%,9%,,116,Greater London,"59,837",59%,15%,49%,"68,500",2.0,14%,31%
SW19,"630,798",,"375,789","522,535","779,805","1,219,467","1,855,526",741,711,726,34.0,5%,"1,661","1,098","1,413","1,775","2,337","3,010",,668,942,3.2%,138%,3%,16%,20%,104,Greater London,"77,439",56%,17%,48%,"67,300",3.0,12%,33%
SW20,"617,043",,"350,791","492,130","729,442","992,088",,623,653,638,21.0,11%,"1,975",,"1,296","1,732",,"3,682",,684,,3.8%,101%,-2%,8%,16%,67,Greater London,"28,402",52%,15%,49%,"68,000",3.0,8%,25%
SY1,"215,958",,,"194,054","223,125",,,,216,216,20.0,43%,726,,,732,,,,428,,4.0%,140%,8%,10%,17%,164,Wales,"26,136",23%,25%,16%,"38,400",2.0,20%,16%
SY2,"298,236",,,"196,459","273,178","379,779",,,252,252,13.0,14%,812,,,,,,,,,3.3%,,5%,15%,15%,79,Wales,"17,490",29%,22%,21%,"39,200",3.0,20%,11%
SY3,"289,550",,"131,241","203,165","310,608","416,591",,,255,255,26.0,42%,708,,,,,,,,,2.9%,,13%,23%,23%,62,Wales,"33,541",35%,18%,29%,"43,800",3.0,10%,16%
SY4,"321,026",,,"209,726","282,404","456,398",,,226,226,18.0,31%,751,,,,,,,,,2.8%,,18%,20%,42%,53,Wales,"24,791",27%,21%,25%,"42,100",3.0,10%,16%
SY5,"354,956",,,,"317,836","444,699",,,239,239,11.0,25%,833,,,,,,,,,2.8%,,,14%,20%,51,Wales,"20,692",34%,18%,26%,"42,200",3.0,12%,13%
SY6,"414,052",,,,,,,,268,268,5.0,20%,,,,,,,,,,,,15%,28%,62%,48,Wales,"6,990",38%,17%,30%,"42,700",3.0,10%,12%
SY7,"354,783",,,"211,333","306,174",,,,221,221,7.0,20%,,,,,,,,,,,,10%,26%,31%,53,Wales,"11,160",31%,20%,22%,"41,000",3.0,11%,18%
SY8,"319,397",,,"224,300","343,500","460,000",,,243,243,13.0,22%,669,,,,,,,,,2.5%,,4%,21%,29%,60,Wales,"18,854",27%,22%,19%,"37,700",3.0,15%,15%
SY10,"359,854",,,,"296,305","396,998",,,202,202,7.0,17%,,,,,,,,,,,,17%,24%,26%,42,Wales,"15,318",25%,23%,23%,"39,900",3.0,11%,11%
SY11,"226,856",,,"167,362","216,414","360,217",,,193,193,15.0,33%,,,,,,,,,,,,9%,25%,29%,81,Wales,"26,641",21%,26%,16%,"38,400",3.0,17%,15%
SY12,"279,634",,,,"257,494",,,,206,206,5.0,21%,,,,,,,,,,,,12%,28%,35%,56,Wales,"7,997",26%,22%,23%,"40,800",3.0,11%,16%
SY13,"287,598",,,"168,193","264,677","384,523",,,202,202,11.0,26%,,,,,,,,,,,,15%,15%,28%,68,Wales,"19,119",24%,24%,19%,"40,200",3.0,13%,17%
SY14,"479,434",,,,"369,829","550,000",,272,234,253,2.0,8%,,,,,,,,,,,,-20%,23%,-7%,57,Wales,"5,833",28%,21%,30%,"42,400",3.0,10%,15%
SY15,"326,821",,,,,,,,191,191,3.0,21%,,,,,,,,,,,,-5%,3%,15%,34,Wales,"5,407",29%,19%,23%,"38,000",3.0,9%,17%
SY16,"192,702",,,,"168,729",,,,164,164,9.0,30%,,,,,,,,,,,,8%,21%,26%,108,Wales,"16,021",20%,26%,15%,"32,600",3.0,24%,15%
SY17,"249,665",,,,,,,,178,178,3.0,22%,,,,,,,,,,,,-3%,24%,23%,30,Wales,"3,747",25%,23%,20%,"37,000",3.0,11%,12%
SY18,"208,841",,,,,,,,158,158,4.0,23%,,,,,,,,,,,,-2%,12%,26%,51,Wales,"4,648",24%,28%,18%,"34,700",3.0,13%,17%
SY20,"243,454",,,,,,,,164,164,3.0,17%,,,,,,,,,,,,11%,27%,29%,55,Wales,"6,913",31%,25%,21%,"35,400",3.0,14%,15%
SY21,"274,546",,,,"228,333","400,208",,,177,177,8.0,35%,,,,,,,,,,,,15%,21%,25%,68,Wales,"17,136",24%,25%,16%,"35,600",3.0,15%,17%
SY22,"303,054",,,,,,,,194,194,6.0,25%,,,,,,,,,,,,7%,24%,23%,42,Wales,"8,854",27%,22%,21%,"38,600",3.0,8%,14%
SY23,"237,108",,,"187,173","245,508","278,517",,,184,184,14.0,17%,822,,,,,,,,,4.2%,72%,5%,9%,13%,93,Wales,"30,885",31%,21%,22%,"43,900",3.0,11%,24%
SY24,"261,133",,,,,,,,183,183,3.0,10%,,,,,,,,,,,,10%,23%,32%,66,Wales,"4,706",36%,23%,27%,"45,600",3.0,8%,18%
SY25,"267,510",,,,,,,,156,156,2.0,16%,,,,,,,,,,,,-14%,3%,10%,54,Wales,"4,400",27%,26%,16%,"41,700",3.0,5%,16%
TA1,"244,079",,"122,581","189,571","280,413","427,724",,290,246,268,32.0,32%,819,,,829,,,,488,,4.0%,140%,11%,16%,32%,146,South West,"39,265",27%,22%,20%,"40,600",3.0,18%,19%
TA2,"264,185",,,"194,169","264,178","369,422",,,241,241,22.0,34%,804,,,,,,,,,3.7%,140%,6%,7%,19%,94,South West,"26,639",24%,22%,19%,"39,600",3.0,20%,15%
TA3,"443,244",,,,"372,391","516,047",,,270,270,8.0,31%,,,,,,,,,,,,2%,20%,24%,48,South West,"14,212",29%,19%,32%,"44,900",3.0,7%,10%
TA4,"360,922",,,"244,043","314,518","488,289",,286,248,267,15.0,20%,894,,,,,,,,,3.0%,,13%,29%,30%,44,South West,"19,149",31%,18%,26%,"41,800",3.0,12%,14%
TA5,"337,762",,,"236,038","305,460","471,421",,,244,244,11.0,22%,,,,,,,,,,,,12%,14%,26%,47,South West,"10,266",22%,24%,24%,"41,500",3.0,11%,12%
TA6,"217,097",,"115,367","168,346","237,825","325,700",,,216,216,35.0,39%,789,,,765,946,,,513,,4.4%,140%,2%,12%,23%,144,South West,"46,070",16%,27%,12%,"37,000",3.0,18%,18%
TA7,"372,210",,,,"325,823","491,593",,,250,250,11.0,29%,,,,,,,,,,,,8%,17%,23%,46,South West,"15,166",20%,24%,26%,"44,300",3.0,8%,9%
TA8,"276,030",,,"221,960","272,637","400,989",,,254,254,20.0,38%,,,,,,,,,,,,8%,9%,24%,75,South West,"16,782",20%,27%,18%,"36,000",3.0,6%,16%
TA9,"307,531",,,"194,100","275,337",,,,228,228,7.0,21%,,,,,,,,,,,,7%,22%,33%,125,South West,"12,576",19%,27%,15%,"38,300",3.0,19%,13%
TA10,"363,178",,,,"315,995","491,000",,,260,260,8.0,44%,,,,,,,,,,,,7%,16%,23%,59,South West,"9,332",29%,20%,25%,"43,100",3.0,10%,12%
TA11,"464,985",,,,"351,639","607,496",,,270,270,8.0,27%,,,,,,,,,,,,1%,23%,41%,54,South West,"9,093",31%,18%,25%,"41,500",3.0,10%,11%
TA12,"339,574",,,,,,,,246,246,6.0,35%,,,,,,,,,,,,10%,33%,43%,62,South West,"6,280",27%,21%,23%,"40,100",3.0,14%,11%
TA13,"432,938",,,,,,,,277,277,3.0,42%,,,,,,,,,,,,16%,22%,25%,71,South West,"3,961",30%,18%,28%,"42,900",3.0,13%,9%
TA14,"388,182",,,,,,,,269,269,3.0,50%,,,,,,,,,,,,2%,9%,27%,57,South West,"3,079",29%,19%,25%,"41,300",3.0,16%,11%
TA16,,,,,,,,,240,240,,,,,,,,,,,,,,20%,24%,41%,30,South West,"1,893",21%,22%,24%,"41,300",3.0,13%,10%
TA18,"259,340",,,"179,167","275,556",,,,233,233,11.0,37%,,,,,,,,,,,,6%,19%,30%,52,South West,"10,132",24%,22%,20%,"38,400",3.0,13%,13%
TA19,"274,997",,,"202,713","313,409",,,,251,251,9.0,28%,,,,,,,,,,,,3%,22%,38%,41,South West,"11,691",28%,19%,23%,"40,000",3.0,12%,13%
TA20,"271,185",,,"216,174","265,139","403,232",,255,233,244,15.0,38%,,,,,,,,,,,,4%,14%,27%,81,South West,"20,230",20%,23%,16%,"37,700",3.0,16%,11%
TA21,"295,460",,,"203,119","291,316","424,193",,277,245,261,10.0,16%,933,,,,,,,,,3.8%,,13%,30%,36%,62,South West,"18,318",26%,21%,20%,"40,000",3.0,16%,13%
TA22,"423,529",,,,,,,,271,271,5.0,39%,,,,,,,,,,,,-5%,11%,12%,52,South West,"2,660",29%,24%,22%,"34,700",3.0,18%,14%
TA23,"281,088",,,"189,490","295,542",,,,231,231,6.0,26%,,,,,,,,,,,,6%,8%,37%,58,South West,"5,498",23%,28%,15%,"34,500",3.0,17%,14%
TA24,"301,960",,,"215,004","350,383","448,235",,,244,244,20.0,19%,,,,,,,,,,,,9%,17%,30%,59,South West,"18,659",23%,25%,16%,"33,000",3.0,14%,17%
TF1,"224,936",,,"130,703","209,830","338,248",,211,191,201,20.0,25%,688,,,,,,,,,3.7%,140%,2%,14%,17%,117,West Midlands,"37,194",20%,27%,17%,"40,000",3.0,20%,15%
TF2,"205,286",,,"154,869","202,377","340,988",,,191,191,17.0,22%,764,,,,,,,,,4.5%,105%,4%,24%,25%,83,West Midlands,"38,488",18%,28%,19%,"41,400",3.0,18%,14%
TF3,"183,896",,,"135,833","172,374","297,347",,,182,182,9.0,14%,644,,,,,,,382,,4.2%,,4%,8%,23%,175,West Midlands,"23,785",16%,30%,13%,"39,600",2.0,23%,18%
TF4,"217,921",,,"140,302","217,700","308,079",,,194,194,12.0,20%,685,,,,,,,,,3.8%,,9%,13%,19%,119,West Midlands,"18,282",18%,28%,16%,"40,100",3.0,27%,13%
TF5,"307,217",,,,,,,,209,209,2.0,19%,,,,,,,,,,,,,32%,33%,43,West Midlands,"5,372",26%,18%,31%,"44,200",3.0,4%,11%
TF6,"372,015",,,,,"438,746",,,230,230,3.0,12%,,,,,,,,,,,,19%,26%,68%,51,West Midlands,"5,183",23%,25%,26%,"45,000",3.0,9%,14%
TF7,"144,557",,,,"147,282",,,,146,146,4.0,14%,588,,,,,,,,,4.9%,,7%,11%,14%,163,West Midlands,"17,769",15%,31%,10%,"34,700",3.0,27%,20%
TF8,"283,205",,,"239,541",,,,,244,244,3.0,14%,,,,,,,,,,,,7%,16%,13%,95,West Midlands,"3,025",19%,30%,37%,"45,100",3.0,8%,18%
TF9,"280,311",,,"186,444","236,140","430,811","616,500",262,205,233,13.0,14%,684,,,,,,,,,2.9%,,3%,7%,28%,70,West Midlands,"25,480",25%,22%,22%,"41,300",3.0,12%,14%
TF10,"283,933",,,"178,638","241,387","396,390",,,232,232,11.0,25%,"1,065",,,,,"1,338",,,,4.5%,55%,6%,16%,20%,44,West Midlands,"18,828",29%,19%,26%,"42,700",3.0,12%,14%
TF11,"310,087",,,,"244,985","442,924",,,241,241,8.0,49%,,,,,,,,,,,,3%,3%,15%,83,West Midlands,"9,677",29%,20%,28%,"42,100",3.0,17%,17%
TF12,"273,993",,,,,,,,221,221,3.0,21%,,,,,,,,,,,,5%,20%,10%,62,West Midlands,"5,376",23%,27%,23%,"40,800",3.0,17%,14%
TF13,"416,719",,,,,,,,252,252,2.0,14%,,,,,,,,,,,,6%,21%,37%,57,West Midlands,"3,721",36%,19%,31%,"40,900",3.0,14%,16%
TN1,"332,087",,"212,320","322,178","451,389",,,467,424,446,11.0,14%,"1,021",,,"1,165",,,,,,3.7%,140%,-6%,8%,28%,155,South East,"11,929",39%,18%,33%,"55,000",2.0,12%,41%
TN2,"455,887",,"209,559","362,667","476,664","731,895",,479,423,451,17.0,16%,"1,225",,,,,,,594,,3.2%,,,14%,26%,91,South East,"28,065",34%,18%,32%,"55,000",3.0,19%,13%
TN3,"700,144",,,"343,632","544,995","843,105",,,435,435,4.0,13%,,,,,,,,,,,,-1%,15%,21%,40,South East,"11,832",36%,17%,45%,"58,800",3.0,8%,11%
TN4,"402,668",,"216,852","331,883","457,202","790,081",,438,422,430,20.0,19%,"1,139",,,,,,,,,3.4%,,4%,6%,27%,91,South East,"31,173",35%,18%,32%,"54,300",3.0,16%,17%
TN5,"545,341",,,,"466,071",,,412,385,399,9.0,44%,,,,,,,,,,,,3%,21%,31%,61,South East,"8,743",31%,19%,37%,"51,900",3.0,11%,11%
TN6,"482,681",,,"289,998","442,241","609,498","839,857",381,352,366,19.0,33%,"1,013",,,,,,,,,2.5%,,7%,17%,27%,47,South East,"24,879",31%,15%,30%,"50,500",3.0,8%,10%
TN8,"470,897",,,"329,250","454,629","610,247",,456,403,430,5.0,9%,,,,,,,,,,,,-5%,15%,25%,102,South East,"13,128",30%,18%,29%,"52,700",3.0,16%,11%
TN9,"354,367",,"218,748","323,244","446,296","550,000",,431,413,422,16.0,25%,"1,143",,,"1,172",,,,,,3.9%,140%,1%,18%,23%,130,South East,"17,556",33%,18%,30%,"55,000",2.0,16%,19%
TN10,"502,222",,,,"453,864","632,692",,,410,410,8.0,25%,,,,,,,,,,,,5%,17%,18%,86,South East,"16,623",26%,22%,25%,"47,800",3.0,25%,5%
TN11,"588,375",,,"422,667","520,468","751,418","1,263,636",452,420,436,6.0,11%,,,,,,,,,,,,1%,-3%,21%,61,South East,"13,928",31%,19%,37%,"53,600",3.0,13%,12%
TN12,"473,856",,,"292,721","420,719","615,333","798,611",418,370,394,16.0,10%,,,,,,,,,,,,-1%,8%,18%,79,South East,"29,455",27%,18%,28%,"50,900",3.0,12%,11%
TN13,"599,301",,,"413,577","589,498","834,423","1,572,000",536,519,527,11.0,11%,"1,406",,,"1,373",,,,,,2.8%,109%,,10%,19%,82,South East,"24,932",45%,14%,49%,"63,800",3.0,10%,16%
TN14,"545,498",,,"373,353","568,204","803,063",,,461,461,7.0,14%,"1,480",,,,,,,,,3.3%,,3%,11%,19%,78,South East,"15,075",42%,14%,35%,"56,900",3.0,12%,11%
TN15,"625,062",,,"402,600","528,832","706,921","1,152,941",485,411,448,15.0,13%,"1,816",,,,,,,,,3.5%,,8%,12%,18%,79,South East,"24,472",33%,17%,32%,"53,900",3.0,10%,9%
TN16,"530,268",,,"375,853","476,000","619,059",,450,411,430,10.0,16%,,,,,,,,,,,,6%,10%,15%,86,South East,"19,095",27%,15%,26%,"56,400",3.0,7%,9%
TN17,"525,631",,,"343,385","527,132","628,995",,,363,363,8.0,18%,,,,,,,,,,,,1%,3%,2%,70,South East,"14,414",31%,18%,32%,"47,700",3.0,16%,13%
TN18,"436,301",,,"315,500","468,842",,,,356,356,5.0,14%,,,,,,,,,,,,13%,8%,38%,63,South East,"6,617",28%,20%,29%,"43,600",3.0,15%,13%
TN19,"462,043",,,,,,,,328,328,4.0,31%,,,,,,,,,,,,22%,18%,20%,52,South East,"5,028",32%,17%,32%,"46,300",3.0,9%,10%
TN20,"614,703",,,,,,,,373,373,2.0,15%,,,,,,,,,,,,3%,17%,7%,35,South East,"3,451",35%,15%,39%,"53,100",3.0,7%,11%
